idade_solicitante,salario_solicitante,situacao_propriedade,tempo_trabalhado,motivo,pontuacao,valor_solicitado,taxa_juros,percentual_renda,flag_inadimplencia,anos_primeira_solicitacao,flag_inadimplencia_hist
"45,0","60000,0",Alugada,"4,0",Pagamento de débitos,B,"25000,0","9,99","0,42","1,0",16,0
"28,0","100000,0",Própria,"7,0",Médico,C,"18000,0","13,92","0,18","0,0",9,1
"33,0","102000,0",Hipotecada,"6,0",Educativo,C,"8700,0","12,99","0,09","0,0",9,1
"30,0","31200,0",Alugada,"5,0",Médico,B,"6000,0","9,91","0,19","0,0",8,0
"22,0","87000,0",Hipotecada,"0,0",Pessoal,B,"8000,0","12,21","0,09","0,0",4,0
"25,0","15000,0",Própria,"2,0",Melhora do lar,D,"1750,0","15,31","0,12","0,0",4,1
"22,0","50000,0",Hipotecada,"6,0",Pessoal,A,"15000,0","7,9","0,3","0,0",3,0
"34,0","32000,0",Alugada,"6,0",Educativo,D,"8000,0","17,27","0,25","0,0",10,1
"23,0","44000,0",Hipotecada,"7,0",Pessoal,A,"10000,0","8,49","0,23","1,0",4,0
"23,0","100000,0",Hipotecada,"0,0",Pagamento de débitos,A,"7000,0","8,59","0,07","0,0",4,0
"23,0","95327,0",Própria,"4,0",Empreendimento,A,"4325,0","7,74","0,05","0,0",2,0
"39,0","50000,0",Hipotecada,"1,0",Educativo,A,"8000,0","7,68","0,16","0,0",14,0
"23,0","81000,0",Alugada,"5,0",Educativo,B,"3500,0","10,75","0,04","0,0",3,0
"33,0","66000,0",Alugada,"17,0",Educativo,A,"5000,0","7,29","0,08","0,0",8,0
"27,0","51456,0",Própria,"3,0",Pessoal,B,"8000,0","10,62","0,16","0,0",7,0
"31,0","24000,0",Alugada,"2,0",Pessoal,C,"4000,0","13,48","0,17","0,0",6,1
"22,0","73700,0",Alugada,"3,0",Educativo,F,"8800,0","18,21","0,12","0,0",3,1
"23,0","65000,0",Hipotecada,"1,0",Pagamento de débitos,A,"7000,0","8,49","0,11","0,0",4,0
"23,0","58500,0",Hipotecada,"6,0",Médico,A,"4000,0","8,0","0,07","0,0",2,0
"22,0","60000,0",Alugada,"2,0",Médico,B,"5125,0","11,86","0,09","0,0",3,0
"38,0","85000,0",Hipotecada,"15,0",Empreendimento,A,"15000,0","6,03","0,18","0,0",15,0
"28,0","60000,0",Alugada,"8,0",Educativo,A,"10000,0","8,9","0,17","0,0",9,0
"23,0","33996,0",Alugada,"1,0",Educativo,C,"5500,0","13,47","0,16","0,0",2,1
"43,0","48000,0",Alugada,"1,0",Pessoal,B,"6000,0","11,14","0,13","0,0",13,0
"21,0","72500,0",Alugada,"3,0",Educativo,C,"14000,0","13,49","0,19","0,0",3,1
"36,0","69000,0",Alugada,"0,0",Melhora do lar,D,"25000,0","14,59","0,36","1,0",12,0
"22,0","52000,0",Alugada,"6,0",Pessoal,D,"9000,0","14,11","0,17","0,0",3,1
"23,0","50000,0",Alugada,"8,0",Médico,B,"5825,0","10,65","0,12","0,0",2,0
"25,0","50000,0",Alugada,"3,0",Empreendimento,D,"16000,0","17,58","0,32","1,0",4,0
"29,0","12000,0",Própria,"0,0",Melhora do lar,B,"4500,0","11,14","0,38","1,0",6,0
"31,0","50000,0",Hipotecada,"4,0",Empreendimento,A,"16000,0","8,9","0,32","0,0",8,0
"28,0","16000,0",Alugada,"2,0",Pagamento de débitos,E,"5000,0","16,45","0,31","1,0",7,1
"30,0","50000,0",Hipotecada,"0,0",Educativo,D,"10000,0","16,89","0,2","0,0",10,0
"47,0","178000,0",Própria,"31,0",Empreendimento,B,"9000,0","10,99","0,05","0,0",17,0
"22,0","55000,0",Alugada,"5,0",Pagamento de débitos,A,"6000,0","7,51","0,11","0,0",3,0
"22,0","24000,0",Própria,"6,0",Médico,B,"5000,0","12,21","0,21","0,0",3,0
"24,0","110000,0",Própria,"8,0",Empreendimento,C,"16000,0","12,73","0,15","0,0",4,0
"40,0","550000,0",Hipotecada,"4,0",Empreendimento,B,"18000,0","11,12","0,03","0,0",12,0
"27,0","44004,0",Alugada,"2,0",Pessoal,E,"6000,0","17,19","0,14","1,0",5,1
"22,0","74500,0",Hipotecada,"6,0",Empreendimento,C,"8000,0","15,96","0,11","0,0",3,0
"29,0","91080,0",Hipotecada,"4,0",Melhora do lar,D,"15600,0","15,7","0,17","0,0",9,0
"23,0","82500,0",Hipotecada,"0,0",Educativo,A,"5000,0","8,49","0,06","0,0",4,0
"32,0","37000,0",Hipotecada,"3,0",Pessoal,B,"3000,0","11,49","0,08","0,0",7,0
"23,0","31200,0",Alugada,"0,0",Pessoal,C,"3200,0","13,49","0,1","0,0",2,1
"41,0","70000,0",Hipotecada,"12,0",Pagamento de débitos,B,"20800,0","12,21","0,3","0,0",11,0
"23,0","62000,0",Alugada,"7,0",Empreendimento,B,"4500,0","12,42","0,07","0,0",2,0
"25,0","40000,0",Própria,"0,0",Educativo,B,"8000,0","10,38","0,2","0,0",4,0
"21,0","36500,0",Alugada,"2,0",Empreendimento,A,"5500,0","7,51","0,15","0,0",2,0
"30,0","93000,0",Hipotecada,"14,0",Médico,B,"22500,0","11,83","0,24","0,0",9,0
"22,0","21996,0",Alugada,"6,0",Pagamento de débitos,C,"2400,0","12,53","0,11","0,0",4,0
"22,0","95000,0",Hipotecada,"1,0",Educativo,C,"7200,0","12,23","0,08","0,0",4,1
"37,0","78000,0",Hipotecada,"9,0",Pagamento de débitos,E,"20000,0","16,35","0,26","1,0",14,0
"28,0","50000,0",Alugada,"2,0",Médico,D,"2000,0","16,89","0,04","1,0",7,0
"27,0","140000,0",Hipotecada,"7,0",Pessoal,A,"18000,0","7,9","0,13","0,0",9,0
"22,0","52000,0",Hipotecada,"2,0",Médico,B,"18000,0","9,88","0,35","0,0",4,0
"21,0","75000,0",Hipotecada,"5,0",Pessoal,C,"20000,0","13,11","0,27","0,0",2,1
"29,0","74004,0",Hipotecada,"13,0",Pessoal,B,"13000,0","11,26","0,18","0,0",6,0
"32,0","30000,0",Alugada,"5,0",Educativo,C,"14300,0","13,49","0,48","1,0",8,0
"23,0","40000,0",Alugada,"1,0",Pessoal,A,"6000,0","7,68","0,15","0,0",2,0
"49,0","80000,0",Alugada,"0,0",Melhora do lar,A,"4800,0","7,88","0,06","0,0",15,0
"36,0","32000,0",Própria,"0,0",Educativo,A,"1200,0","7,14","0,04","0,0",16,0
"39,0","37800,0",Alugada,"5,0",Pagamento de débitos,B,"7000,0","11,49","0,19","0,0",16,0
"35,0","92000,0",Hipotecada,"19,0",Médico,A,"14400,0","6,99","0,16","0,0",10,0
"27,0","45000,0",Hipotecada,"3,0",Pessoal,A,"4000,0","6,99","0,09","0,0",7,0
"28,0","85000,0",Alugada,"1,0",Educativo,A,"14400,0","9,07","0,17","0,0",8,0
"28,0","24000,0",Hipotecada,"2,0",Pessoal,A,"1500,0","7,14","0,06","0,0",6,0
"21,0","24996,0",Própria,"3,0",Educativo,D,"7000,0","15,58","0,28","0,0",2,0
"37,0","108000,0",Alugada,"0,0",Melhora do lar,E,"20000,0","16,32","0,19","1,0",15,0
"22,0","41504,0",Alugada,"6,0",Educativo,C,"4800,0","12,99","0,12","0,0",4,0
"23,0","54000,0",Hipotecada,"0,0",Educativo,B,"10000,0","11,49","0,19","0,0",4,0
"28,0","48500,0",Alugada,"3,0",Empreendimento,D,"7500,0","12,86","0,15","0,0",7,0
"21,0","12000,0",Alugada,"2,0",Melhora do lar,B,"3250,0","9,99","0,27","1,0",2,0
"23,0","31800,0",Alugada,"7,0",Pessoal,C,"9600,0","13,48","0,3","1,0",3,1
"32,0","98000,0",Hipotecada,"16,0",Pagamento de débitos,B,"15000,0","10,95","0,15","1,0",5,0
"28,0","60000,0",Própria,"1,0",Melhora do lar,D,"22000,0","14,09","0,37","0,0",8,1
"36,0","94000,0",Hipotecada,"14,0",Melhora do lar,A,"4200,0","5,99","0,04","0,0",12,0
"23,0","58000,0",Alugada,"1,0",Médico,B,"12800,0","12,42","0,22","0,0",2,0
"32,0","54000,0",Alugada,"2,0",Médico,A,"5000,0","7,9","0,09","0,0",7,0
"27,0","41500,0",Própria,"11,0",Empreendimento,A,"4500,0","7,49","0,11","0,0",5,0
"22,0","48600,0",Hipotecada,"6,0",Educativo,B,"12000,0","12,42","0,25","1,0",4,0
"24,0","38000,0",Hipotecada,"8,0",Pessoal,B,"5000,0","10,0","0,13","0,0",3,0
"24,0","100000,0",Alugada,"5,0",Melhora do lar,B,"16000,0","11,12","0,16","0,0",3,0
"23,0","54400,0",Alugada,"2,0",Médico,D,"5000,0","16,49","0,08","1,0",4,0
"26,0","35880,0",Alugada,"2,0",Empreendimento,A,"5000,0","7,68","0,14","0,0",4,0
"24,0","108000,0",Alugada,"6,0",Educativo,B,"8800,0","10,99","0,08","0,0",4,0
"22,0","61000,0",Hipotecada,"1,0",Pagamento de débitos,C,"21000,0","14,26","0,34","0,0",4,1
"22,0","48996,0",Hipotecada,"5,0",Médico,A,"5000,0","7,9","0,1","0,0",4,0
"22,0","44004,0",Alugada,"2,0",Pagamento de débitos,A,"5000,0","8,9","0,11","0,0",3,0
"23,0","130000,0",Hipotecada,"1,0",Educativo,C,"15000,0","12,87","0,12","0,0",4,1
"29,0","60000,0",Alugada,"3,0",Pagamento de débitos,B,"8000,0","12,42","0,13","0,0",7,0
"28,0","48000,0",Alugada,"5,0",Pagamento de débitos,B,"15000,0","11,99","0,31","1,0",10,0
"25,0","30000,0",Alugada,"2,0",Médico,B,"2000,0","10,38","0,07","0,0",3,0
"32,0","27000,0",Alugada,"2,0",Médico,C,"6000,0","12,73","0,22","0,0",10,0
"31,0","85000,0",Hipotecada,"15,0",Pessoal,A,"4500,0","6,54","0,05","0,0",6,0
"27,0","73680,0",Hipotecada,"11,0",Pagamento de débitos,E,"10000,0","17,93","0,14","1,0",6,1
"37,0","60000,0",Alugada,"4,0",Médico,B,"14400,0","10,62","0,24","0,0",15,0
"33,0","55920,0",Hipotecada,"9,0",Educativo,A,"22000,0","7,88","0,39","0,0",6,0
"27,0","90000,0",Alugada,"11,0",Pessoal,B,"15600,0","12,69","0,17","0,0",9,0
"25,0","75000,0",Hipotecada,"5,0",Médico,A,"1500,0","6,54","0,02","0,0",4,0
"25,0","122000,0",Hipotecada,"9,0",Pessoal,C,"20000,0","13,23","0,16","0,0",4,1
"33,0","51996,0",Alugada,"4,0",Pagamento de débitos,A,"10000,0","7,14","0,19","0,0",6,0
"23,0","74880,0",Alugada,"3,0",Educativo,B,"3500,0","11,11","0,05","0,0",4,0
"24,0","45000,0",Hipotecada,"3,0",Empreendimento,C,"15000,0","13,06","0,33","0,0",3,0
"25,0","85100,0",Hipotecada,"9,0",Pessoal,A,"4500,0","6,39","0,05","0,0",3,0
"25,0","31500,0",Alugada,"8,0",Pagamento de débitos,A,"14850,0","8,9","0,47","1,0",3,0
"22,0","88200,0",Hipotecada,"6,0",Pagamento de débitos,A,"21000,0","6,17","0,24","0,0",2,0
"30,0","32004,0",Própria,"4,0",Empreendimento,A,"5500,0","8,0","0,17","0,0",8,0
"26,0","25596,0",Alugada,"0,0",Médico,B,"6500,0","9,99","0,25","0,0",4,0
"22,0","40000,0",Alugada,"0,0",Pagamento de débitos,A,"2100,0","6,39","0,05","0,0",2,0
"25,0","45000,0",Alugada,"0,0",Médico,C,"4000,0","13,8","0,09","0,0",4,1
"26,0","43200,0",Hipotecada,"10,0",Melhora do lar,B,"2500,0","9,88","0,06","0,0",4,0
"32,0","37000,0",Alugada,"4,0",Médico,B,"6000,0","10,36","0,16","0,0",8,0
"23,0","66000,0",Hipotecada,"1,0",Educativo,B,"13200,0","11,14","0,2","0,0",4,0
"23,0","80000,0",Hipotecada,"7,0",Pagamento de débitos,A,"10000,0","7,74","0,13","0,0",3,0
"24,0","72000,0",Alugada,"8,0",Melhora do lar,C,"12000,0","13,99","0,17","0,0",4,1
"24,0","205000,0",Hipotecada,"2,0",Médico,B,"11000,0","10,99","0,05","0,0",4,0
"34,0","67656,0",Própria,"18,0",Empreendimento,A,"11000,0","7,88","0,16","0,0",8,0
"26,0","85000,0",Hipotecada,"0,0",Médico,A,"11600,0","5,42","0,14","0,0",4,0
"22,0","49500,0",Alugada,"0,0",Pessoal,C,"9000,0","14,35","0,18","0,0",4,1
"33,0","14400,0",Alugada,"2,0",Médico,B,"3000,0","11,83","0,21","1,0",5,0
"27,0","60000,0",Alugada,"2,0",Melhora do lar,B,"2000,0","9,91","0,03","0,0",9,0
"22,0","80000,0",Hipotecada,"6,0",Pessoal,A,"5000,0","7,14","0,06","0,0",2,0
"22,0","32496,0",Alugada,"4,0",Pessoal,C,"6000,0","13,04","0,18","0,0",4,0
"34,0","58800,0",Hipotecada,"3,0",Melhora do lar,E,"17000,0","17,74","0,29","1,0",10,0
"24,0","75000,0",Hipotecada,"6,0",Empreendimento,B,"25000,0","10,99","0,33","0,0",2,0
"28,0","54000,0",Própria,"13,0",Pagamento de débitos,E,"6500,0","16,45","0,12","1,0",6,1
"28,0","82500,0",Hipotecada,"12,0",Médico,A,"11000,0","7,49","0,13","0,0",9,0
"22,0","21600,0",Alugada,"0,0",Médico,C,"4800,0","13,49","0,22","0,0",3,0
"23,0","85000,0",Hipotecada,"7,0",Educativo,A,"4000,0","5,79","0,05","0,0",3,0
"25,0","79000,0",Hipotecada,"9,0",Pessoal,B,"7500,0","10,01","0,09","0,0",3,0
"32,0","52500,0",Hipotecada,"9,0",Melhora do lar,C,"7000,0","12,99","0,13","0,0",9,0
"22,0","48000,0",Hipotecada,"7,0",Empreendimento,B,"6500,0","10,62","0,14","0,0",3,0
"29,0","72000,0",Alugada,"1,0",Empreendimento,B,"6000,0","9,63","0,08","0,0",5,0
"30,0","120000,0",Hipotecada,"12,0",Educativo,A,"6000,0","5,42","0,05","0,0",9,0
"26,0","135000,0",Hipotecada,"6,0",Educativo,D,"15000,0","15,33","0,11","0,0",2,1
"32,0","110000,0",Hipotecada,"0,0",Empreendimento,B,"23000,0","11,48","0,21","0,0",9,0
"23,0","54000,0",Alugada,"7,0",Pessoal,B,"1500,0","9,62","0,03","0,0",3,0
"28,0","96000,0",Própria,"13,0",Educativo,C,"15000,0","13,47","0,16","0,0",6,0
"22,0","55000,0",Hipotecada,"6,0",Educativo,C,"1400,0","13,49","0,03","0,0",3,1
"28,0","63000,0",Alugada,"0,0",Médico,B,"12000,0","10,37","0,19","0,0",10,0
"21,0","38000,0",Hipotecada,"5,0",Educativo,C,"7000,0","13,49","0,18","0,0",3,1
"24,0","25632,0",Hipotecada,"4,0",Educativo,B,"1500,0","9,91","0,06","0,0",3,0
"40,0","80000,0",Alugada,"0,0",Pessoal,A,"6000,0","8,94","0,07","0,0",11,0
"31,0","100000,0",Hipotecada,"15,0",Pessoal,A,"19000,0","8,49","0,19","0,0",9,0
"29,0","60000,0",Hipotecada,"11,0",Empreendimento,C,"6000,0","15,27","0,1","1,0",10,1
"22,0","125000,0",Alugada,"3,0",Pagamento de débitos,A,"16000,0","7,9","0,13","0,0",2,0
"29,0","92000,0",Alugada,"5,0",Empreendimento,A,"7000,0","9,32","0,08","0,0",10,0
"28,0","64049,0",Hipotecada,"7,0",Educativo,B,"20000,0","12,69","0,31","0,0",7,0
"36,0","61000,0",Hipotecada,"2,0",Empreendimento,B,"10000,0","10,25","0,16","0,0",14,0
"23,0","42048,0",Hipotecada,"7,0",Educativo,A,"8500,0","7,74","0,2","0,0",3,0
"27,0","54000,0",Alugada,"4,0",Pessoal,C,"4000,0","12,61","0,07","0,0",6,1
"25,0","130000,0",Alugada,"3,0",Melhora do lar,A,"2000,0","6,99","0,02","0,0",4,0
"23,0","40000,0",Alugada,"3,0",Empreendimento,B,"1000,0","10,62","0,03","0,0",4,0
"24,0","86400,0",Alugada,"5,0",Pagamento de débitos,C,"2800,0","14,65","0,03","0,0",4,1
"23,0","54000,0",Hipotecada,"7,0",Médico,A,"13500,0","9,63","0,25","0,0",2,0
"31,0","47500,0",Alugada,"2,0",Médico,C,"10000,0","15,96","0,21","0,0",10,0
"25,0","43200,0",Alugada,"3,0",Pessoal,C,"3000,0","13,8","0,07","0,0",3,1
"26,0","69846,0",Alugada,"2,0",Educativo,F,"22500,0","18,99","0,32","1,0",4,0
"25,0","191000,0",Hipotecada,"1,0",Médico,B,"10000,0","12,53","0,05","0,0",4,0
"24,0","20000,0",Própria,"2,0",Melhora do lar,A,"3000,0","8,94","0,15","0,0",2,0
"23,0","40000,0",Alugada,"5,0",Educativo,D,"12800,0","16,0","0,32","1,0",3,1
"36,0","49074,0",Hipotecada,"3,0",Pagamento de débitos,E,"8000,0","15,68","0,16","1,0",14,1
"24,0","63000,0",Alugada,"8,0",Empreendimento,B,"12000,0","10,65","0,19","0,0",3,0
"35,0","85000,0",Hipotecada,"2,0",Médico,B,"14000,0","10,65","0,16","0,0",5,0
"28,0","70000,0",Hipotecada,"11,0",Empreendimento,E,"15000,0","16,0","0,21","0,0",7,0
"28,0","230000,0",Hipotecada,"12,0",Pagamento de débitos,B,"10000,0","10,95","0,04","0,0",6,0
"38,0","43000,0",Alugada,"4,0",Pagamento de débitos,B,"3500,0","11,83","0,08","0,0",12,0
"21,0","40000,0",Alugada,"3,0",Educativo,D,"7000,0","14,46","0,17","0,0",3,0
"21,0","32000,0",Alugada,"5,0",Educativo,A,"7200,0","5,42","0,23","0,0",4,0
"28,0","66725,0",Alugada,"3,0",Médico,D,"9000,0","16,29","0,11","1,0",8,0
"30,0","69000,0",Hipotecada,"13,0",Empreendimento,B,"10000,0","9,99","0,14","0,0",9,0
"39,0","115000,0",Hipotecada,"6,0",Empreendimento,D,"25000,0","15,58","0,22","0,0",17,1
"28,0","67000,0",Alugada,"5,0",Pagamento de débitos,A,"24000,0","7,49","0,36","1,0",10,0
"25,0","55200,0",Alugada,"0,0",Melhora do lar,C,"3600,0","13,98","0,07","0,0",4,0
"31,0","50000,0",Alugada,"0,0",Pessoal,C,"2400,0","11,03","0,05","0,0",8,1
"26,0","95459,0",Alugada,"10,0",Pagamento de débitos,C,"4400,0","13,8","0,05","0,0",4,0
"22,0","76000,0",Alugada,"6,0",Educativo,B,"7000,0","11,12","0,09","0,0",2,0
"29,0","19200,0",Outros,"1,0",Pagamento de débitos,A,"1400,0","7,74","0,04","0,0",3,0
"24,0","200004,0",Alugada,"5,0",Educativo,B,"15000,0","10,59","0,07","0,0",4,0
"28,0","80000,0",Própria,"1,0",Médico,A,"3000,0","6,54","0,04","0,0",9,0
"25,0","72600,0",Alugada,"5,0",Melhora do lar,A,"6500,0","7,74","0,09","0,0",2,0
"22,0","32376,0",Alugada,"1,0",Educativo,C,"10000,0","13,61","0,31","1,0",4,1
"21,0","26940,0",Alugada,"1,0",Educativo,A,"2500,0","5,42","0,09","0,0",4,0
"25,0","93200,0",Hipotecada,"9,0",Educativo,D,"25000,0","15,58","0,27","0,0",4,1
"23,0","77000,0",Hipotecada,"7,0",Educativo,A,"10000,0","7,88","0,13","0,0",4,0
"28,0","62000,0",Alugada,"4,0",Pessoal,C,"7200,0","12,99","0,12","0,0",9,1
"28,0","81996,0",Hipotecada,"12,0",Educativo,B,"3000,0","12,42","0,04","0,0",5,0
"25,0","72000,0",Hipotecada,"9,0",Educativo,B,"14000,0","12,42","0,19","0,0",2,0
"29,0","68000,0",Hipotecada,"11,0",Educativo,A,"4000,0","5,99","0,06","0,0",5,0
"34,0","54000,0",Hipotecada,"5,0",Melhora do lar,A,"27000,0","7,9","0,5","0,0",5,0
"24,0","33996,0",Alugada,"1,0",Educativo,E,"9000,0","16,0","0,26","1,0",2,1
"28,0","50000,0",Alugada,"0,0",Educativo,A,"7000,0","8,32","0,14","0,0",5,0
"23,0","106000,0",Alugada,"7,0",Educativo,A,"5000,0","7,88","0,05","0,0",2,0
"24,0","40000,0",Hipotecada,"6,0",Pagamento de débitos,B,"5000,0","11,11","0,13","0,0",2,0
"21,0","40116,0",Alugada,"2,0",Empreendimento,A,"6500,0","5,79","0,16","0,0",3,0
"39,0","80000,0",Hipotecada,"0,0",Melhora do lar,C,"19800,0","13,23","0,25","0,0",13,1
"25,0","63000,0",Hipotecada,"9,0",Educativo,B,"25000,0","11,49","0,4","0,0",2,0
"48,0","60000,0",Hipotecada,"8,0",Médico,B,"8000,0","10,37","0,13","0,0",17,0
"21,0","84000,0",Hipotecada,"5,0",Pagamento de débitos,B,"10000,0","12,53","0,12","0,0",4,0
"28,0","24000,0",Própria,"3,0",Pessoal,B,"8000,0","10,37","0,33","0,0",5,0
"23,0","20004,0",Hipotecada,"2,0",Educativo,E,"2500,0","16,82","0,12","0,0",2,1
"34,0","53500,0",Alugada,"0,0",Médico,A,"3200,0","6,76","0,06","0,0",10,0
"24,0","30000,0",Alugada,"3,0",Médico,D,"5300,0","15,28","0,18","1,0",3,1
"23,0","24091,0",Hipotecada,"5,0",Pessoal,C,"3500,0","12,99","0,15","0,0",2,1
"43,0","230004,0",Hipotecada,"19,0",Melhora do lar,D,"25000,0","15,58","0,11","0,0",15,1
"38,0","110000,0",Própria,"6,0",Empreendimento,C,"12000,0","12,99","0,11","0,0",11,0
"31,0","53000,0",Hipotecada,"8,0",Educativo,C,"3000,0","15,23","0,06","0,0",5,0
"26,0","140000,0",Hipotecada,"10,0",Empreendimento,B,"24250,0","12,53","0,17","0,0",4,0
"40,0","58000,0",Hipotecada,"9,0",Educativo,E,"8000,0","18,79","0,14","0,0",12,1
"24,0","18000,0",Própria,"0,0",Melhora do lar,A,"6250,0","6,54","0,35","1,0",4,0
"29,0","115000,0",Hipotecada,"13,0",Pagamento de débitos,A,"5000,0","6,03","0,04","0,0",9,0
"25,0","65000,0",Própria,"3,0",Empreendimento,A,"8700,0","7,88","0,13","0,0",3,0
"25,0","49244,0",Alugada,"3,0",Educativo,A,"8000,0","8,0","0,16","0,0",3,0
"26,0","83300,0",Hipotecada,"0,0",Médico,D,"28000,0","15,62","0,29","1,0",2,1
"25,0","102000,0",Hipotecada,"3,0",Pagamento de débitos,A,"11200,0","7,91","0,11","0,0",4,0
"28,0","95000,0",Própria,"3,0",Empreendimento,B,"4800,0","11,71","0,05","0,0",10,0
"28,0","159000,0",Alugada,"5,0",Pessoal,D,"6000,0","15,95","0,04","1,0",10,0
"21,0","60000,0",Hipotecada,"5,0",Educativo,A,"6000,0","6,91","0,1","0,0",2,0
"23,0","37500,0",Alugada,"0,0",Pagamento de débitos,A,"1800,0","8,94","0,05","0,0",4,0
"32,0","103000,0",Hipotecada,"0,0",Pessoal,E,"33000,0","18,64","0,32","1,0",6,0
"24,0","56000,0",Hipotecada,"8,0",Pagamento de débitos,E,"20000,0","16,7","0,36","1,0",4,1
"22,0","24996,0",Própria,"2,0",Pessoal,B,"13000,0","8,88","0,52","0,0",4,0
"24,0","49992,0",Alugada,"5,0",Empreendimento,D,"8000,0","15,95","0,16","0,0",2,1
"34,0","98000,0",Própria,"19,0",Médico,B,"16000,0","10,99","0,16","0,0",10,0
"23,0","80700,0",Alugada,"7,0",Médico,B,"20000,0","11,71","0,25","0,0",2,0
"22,0","49000,0",Alugada,"1,0",Melhora do lar,A,"10500,0","9,38","0,21","1,0",2,0
"21,0","35000,0",Hipotecada,"5,0",Pessoal,B,"6900,0","12,42","0,2","0,0",3,0
"25,0","59600,0",Hipotecada,"5,0",Educativo,E,"6000,0","16,45","0,1","1,0",4,0
"50,0","41496,0",Alugada,"9,0",Médico,D,"5000,0","15,31","0,12","1,0",12,1
"29,0","65000,0",Hipotecada,"9,0",Pessoal,A,"6000,0","6,99","0,09","0,0",10,0
"27,0","163232,0",Hipotecada,"5,0",Empreendimento,B,"4800,0","11,71","0,03","0,0",8,0
"32,0","48000,0",Hipotecada,"8,0",Melhora do lar,A,"5200,0","5,42","0,11","0,0",5,0
"28,0","245000,0",Hipotecada,"0,0",Pessoal,E,"18000,0","17,39","0,07","0,0",9,1
"33,0","40000,0",Alugada,"15,0",Pessoal,B,"15000,0","9,88","0,38","1,0",5,0
"26,0","125000,0",Alugada,"0,0",Educativo,A,"15500,0","7,88","0,12","0,0",2,0
"21,0","18008,0",Alugada,"1,0",Médico,B,"3000,0","9,7","0,17","1,0",2,0
"24,0","40000,0",Alugada,"1,0",Médico,B,"1000,0","10,99","0,03","0,0",3,0
"45,0","75000,0",Hipotecada,"7,0",Médico,C,"10000,0","14,27","0,13","0,0",17,0
"23,0","57996,0",Alugada,"7,0",Educativo,C,"10000,0","13,23","0,17","0,0",3,0
"69,0","120000,0",Hipotecada,"3,0",Pessoal,D,"20000,0","14,84","0,17","0,0",27,0
"27,0","30000,0",Alugada,"2,0",Empreendimento,B,"11500,0","10,36","0,38","1,0",6,0
"28,0","58868,0",Hipotecada,"12,0",Médico,C,"8400,0","13,57","0,14","0,0",9,1
"22,0","35000,0",Própria,"1,0",Educativo,B,"8000,0","12,69","0,23","0,0",4,0
"22,0","14400,0",Alugada,"1,0",Empreendimento,D,"5600,0","14,59","0,39","1,0",2,1
"22,0","55000,0",Alugada,"6,0",Educativo,C,"6000,0","14,27","0,11","0,0",2,1
"30,0","93000,0",Hipotecada,"11,0",Melhora do lar,C,"18000,0","15,23","0,19","0,0",9,0
"23,0","92000,0",Alugada,"0,0",Educativo,A,"6500,0","8,0","0,07","0,0",3,0
"27,0","24000,0",Alugada,"2,0",Pagamento de débitos,A,"8000,0","7,29","0,33","1,0",7,0
"35,0","54084,0",Alugada,"2,0",Pagamento de débitos,C,"3000,0","12,61","0,06","0,0",6,0
"23,0","36000,0",Própria,"2,0",Empreendimento,B,"15000,0","11,36","0,42","0,0",4,0
"35,0","36000,0",Alugada,"9,0",Médico,D,"12000,0","16,29","0,33","1,0",9,0
"35,0","72000,0",Hipotecada,"2,0",Educativo,E,"20000,0","16,7","0,28","1,0",9,1
"34,0","85000,0",Alugada,"3,0",Melhora do lar,C,"10000,0","12,87","0,12","0,0",7,0
"27,0","60000,0",Hipotecada,"11,0",Médico,C,"6000,0","13,35","0,1","0,0",8,0
"32,0","25000,0",Própria,"15,0",Médico,B,"9175,0","10,99","0,37","0,0",10,0
"24,0","100000,0",Hipotecada,"0,0",Pagamento de débitos,C,"16000,0","14,72","0,16","0,0",2,0
"22,0","33000,0",Alugada,"5,0",Pagamento de débitos,B,"7800,0","10,99","0,24","0,0",3,0
"27,0","80000,0",Hipotecada,"6,0",Médico,B,"23750,0","10,99","0,3","0,0",9,0
"27,0","83886,0",Hipotecada,"11,0",Empreendimento,A,"15000,0","6,03","0,18","0,0",6,0
"24,0","60140,0",Alugada,"2,0",Pagamento de débitos,A,"7000,0","8,59","0,12","0,0",4,0
"22,0","50000,0",Alugada,"4,0",Médico,B,"6000,0","10,65","0,12","0,0",2,0
"28,0","50343,0",Própria,"11,0",Melhora do lar,A,"22000,0","7,49","0,44","0,0",5,0
"32,0","36000,0",Alugada,"2,0",Empreendimento,A,"3050,0","6,99","0,08","0,0",5,0
"24,0","55400,0",Hipotecada,"8,0",Empreendimento,A,"11000,0","7,29","0,2","0,0",3,0
"28,0","64000,0",Hipotecada,"3,0",Médico,C,"5000,0","13,23","0,08","0,0",6,0
"24,0","72000,0",Hipotecada,"1,0",Educativo,B,"16000,0","10,25","0,22","0,0",3,0
"26,0","74000,0",Alugada,"3,0",Pessoal,B,"9000,0","10,0","0,12","0,0",3,0
"29,0","120000,0",Própria,"4,0",Empreendimento,A,"7000,0","8,49","0,06","0,0",7,0
"28,0","70000,0",Hipotecada,"12,0",Pessoal,A,"3000,0","6,39","0,04","0,0",8,0
"33,0","155000,0",Alugada,"3,0",Médico,A,"8000,0","7,9","0,05","0,0",6,0
"27,0","61000,0",Outros,"7,0",Pessoal,B,"28000,0","9,91","0,32","1,0",3,0
"25,0","95000,0",Alugada,"0,0",Pagamento de débitos,B,"8000,0","10,36","0,08","0,0",3,0
